report_date,Commodity,Value,Week of Year,Year,IndexbyYear,RowCount,RankbyCommodity,CommodityRowCount,PercentRankPorkColumn,YearOffset,StartOfWeek,EndOfWeek
2024-11-07 00:00:00.000,"Total Loads",326.03,"454",2024,220,29520,372,1258,0.70429252782193963,1,2024-11-03 00:00:00.000,2024-11-08 00:00:00.000
2024-11-06 00:00:00.000,"Total Loads",266.66,"453",2024,219,29520,936,1258,0.2559618441971383,1,2024-11-03 00:00:00.000,2024-11-08 00:00:00.000
2024-11-05 00:00:00.000,"Total Loads",317.51,"452",2024,218,29520,448,1258,0.643879173290938,1,2024-11-03 00:00:00.000,2024-11-08 00:00:00.000
2024-11-04 00:00:00.000,"Total Loads",272.8,"451",2024,217,29520,883,1258,0.29809220985691576,1,2024-11-03 00:00:00.000,2024-11-08 00:00:00.000
2024-11-01 00:00:00.000,"Total Loads",252.82,"445",2024,216,29520,1040,1258,0.17329093799682038,1,2024-10-27 00:00:00.000,2024-11-01 00:00:00.000
2024-10-31 00:00:00.000,"Total Loads",344.61,"444",2024,215,29520,240,1258,0.809220985691574,1,2024-10-27 00:00:00.000,2024-11-01 00:00:00.000
2024-10-30 00:00:00.000,"Total Loads",248.02,"443",2024,214,29520,1072,1258,0.14785373608903019,1,2024-10-27 00:00:00.000,2024-11-01 00:00:00.000
2024-10-29 00:00:00.000,"Total Loads",296.04,"442",2024,213,29520,659,1258,0.47615262321144669,1,2024-10-27 00:00:00.000,2024-11-01 00:00:00.000
2024-10-28 00:00:00.000,"Total Loads",262.93,"441",2024,212,29520,958,1258,0.23847376788553254,1,2024-10-27 00:00:00.000,2024-11-01 00:00:00.000
2024-10-25 00:00:00.000,"Total Loads",252.99,"435",2024,211,29520,1038,1258,0.17488076311605727,1,2024-10-20 00:00:00.000,2024-10-25 00:00:00.000
2024-10-24 00:00:00.000,"Total Loads",337.15,"434",2024,210,29520,296,1258,0.76470588235294112,1,2024-10-20 00:00:00.000,2024-10-25 00:00:00.000
2024-10-23 00:00:00.000,"Total Loads",305.87,"433",2024,209,29520,551,1258,0.56200317965023849,1,2024-10-20 00:00:00.000,2024-10-25 00:00:00.000
2024-10-22 00:00:00.000,"Total Loads",308.96,"432",2024,208,29520,526,1258,0.58187599364069953,1,2024-10-20 00:00:00.000,2024-10-25 00:00:00.000
2024-10-21 00:00:00.000,"Total Loads",269.28,"431",2024,207,29520,907,1258,0.27901430842607311,1,2024-10-20 00:00:00.000,2024-10-25 00:00:00.000
2024-10-18 00:00:00.000,"Total Loads",285.31,"425",2024,206,29520,766,1258,0.3910969793322735,1,2024-10-13 00:00:00.000,2024-10-18 00:00:00.000
2024-10-17 00:00:00.000,"Total Loads",291.01,"424",2024,205,29520,706,1258,0.43879173290938,1,2024-10-13 00:00:00.000,2024-10-18 00:00:00.000
2024-10-16 00:00:00.000,"Total Loads",311.19,"423",2024,204,29520,501,1258,0.60174880763116056,1,2024-10-13 00:00:00.000,2024-10-18 00:00:00.000
2024-10-15 00:00:00.000,"Total Loads",416.39,"422",2024,203,29520,34,1258,0.972972972972973,1,2024-10-13 00:00:00.000,2024-10-18 00:00:00.000
2024-10-14 00:00:00.000,"Total Loads",293.48,"421",2024,202,29520,684,1258,0.45627980922098565,1,2024-10-13 00:00:00.000,2024-10-18 00:00:00.000
2024-10-11 00:00:00.000,"Total Loads",276.94,"415",2024,201,29520,845,1258,0.32829888712241651,1,2024-10-06 00:00:00.000,2024-10-11 00:00:00.000
2024-10-10 00:00:00.000,"Total Loads",318.29,"414",2024,200,29520,440,1258,0.65023847376788546,1,2024-10-06 00:00:00.000,2024-10-11 00:00:00.000
2024-10-09 00:00:00.000,"Total Loads",308.37,"413",2024,199,29520,530,1258,0.57869634340222575,1,2024-10-06 00:00:00.000,2024-10-11 00:00:00.000
2024-10-08 00:00:00.000,"Total Loads",324,"412",2024,198,29520,386,1258,0.69316375198728142,1,2024-10-06 00:00:00.000,2024-10-11 00:00:00.000
2024-10-07 00:00:00.000,"Total Loads",338.08,"411",2024,197,29520,285,1258,0.77344992050874406,1,2024-10-06 00:00:00.000,2024-10-11 00:00:00.000
2024-10-04 00:00:00.000,"Total Loads",287.45,"405",2024,196,29520,743,1258,0.40937996820349765,1,2024-09-29 00:00:00.000,2024-10-04 00:00:00.000
2024-10-03 00:00:00.000,"Total Loads",284.08,"404",2024,195,29520,776,1258,0.38314785373608906,1,2024-09-29 00:00:00.000,2024-10-04 00:00:00.000
2024-10-02 00:00:00.000,"Total Loads",292.79,"403",2024,194,29520,691,1258,0.4507154213036566,1,2024-09-29 00:00:00.000,2024-10-04 00:00:00.000
2024-10-01 00:00:00.000,"Total Loads",315.46,"402",2024,193,29520,464,1258,0.63116057233704292,1,2024-09-29 00:00:00.000,2024-10-04 00:00:00.000
2024-09-30 00:00:00.000,"Total Loads",250.36,"401",2024,192,29520,1053,1258,0.16295707472178056,1,2024-09-29 00:00:00.000,2024-10-04 00:00:00.000
2024-09-27 00:00:00.000,"Total Loads",285.95,"395",2024,191,29520,758,1258,0.39745627980922094,1,2024-09-22 00:00:00.000,2024-09-27 00:00:00.000
2024-09-26 00:00:00.000,"Total Loads",294.76,"394",2024,190,29520,675,1258,0.4634340222575517,1,2024-09-22 00:00:00.000,2024-09-27 00:00:00.000
2024-09-25 00:00:00.000,"Total Loads",314.9,"393",2024,189,29520,471,1258,0.62559618441971376,1,2024-09-22 00:00:00.000,2024-09-27 00:00:00.000
2024-09-24 00:00:00.000,"Total Loads",358.19,"392",2024,188,29520,165,1258,0.86883942766295708,1,2024-09-22 00:00:00.000,2024-09-27 00:00:00.000
2024-09-23 00:00:00.000,"Total Loads",311.79,"391",2024,187,29520,497,1258,0.60492845786963434,1,2024-09-22 00:00:00.000,2024-09-27 00:00:00.000
2024-09-20 00:00:00.000,"Total Loads",232.91,"385",2024,186,29520,1147,1258,0.088235294117647078,1,2024-09-15 00:00:00.000,2024-09-20 00:00:00.000
2024-09-19 00:00:00.000,"Total Loads",323.7,"384",2024,185,29520,390,1258,0.68998410174880764,1,2024-09-15 00:00:00.000,2024-09-20 00:00:00.000
2024-09-18 00:00:00.000,"Total Loads",372.4,"383",2024,184,29520,117,1258,0.90699523052464226,1,2024-09-15 00:00:00.000,2024-09-20 00:00:00.000
2024-09-17 00:00:00.000,"Total Loads",298.02,"382",2024,183,29520,637,1258,0.49364069952305245,1,2024-09-15 00:00:00.000,2024-09-20 00:00:00.000
2024-09-16 00:00:00.000,"Total Loads",312.41,"381",2024,182,29520,489,1258,0.61128775834658189,1,2024-09-15 00:00:00.000,2024-09-20 00:00:00.000
2024-09-13 00:00:00.000,"Total Loads",321.59,"375",2024,181,29520,402,1258,0.68044515103338632,1,2024-09-08 00:00:00.000,2024-09-13 00:00:00.000
2024-09-12 00:00:00.000,"Total Loads",340.56,"374",2024,180,29520,270,1258,0.78537360890302066,1,2024-09-08 00:00:00.000,2024-09-13 00:00:00.000
2024-09-11 00:00:00.000,"Total Loads",376.06,"373",2024,179,29520,104,1258,0.91732909379968208,1,2024-09-08 00:00:00.000,2024-09-13 00:00:00.000
2024-09-10 00:00:00.000,"Total Loads",434.32,"372",2024,178,29520,16,1258,0.9872813990461049,1,2024-09-08 00:00:00.000,2024-09-13 00:00:00.000
2024-09-09 00:00:00.000,"Total Loads",278.8,"371",2024,177,29520,825,1258,0.34419713831478538,1,2024-09-08 00:00:00.000,2024-09-13 00:00:00.000
2024-09-06 00:00:00.000,"Total Loads",285.66,"365",2024,176,29520,761,1258,0.39507154213036566,1,2024-09-01 00:00:00.000,2024-09-06 00:00:00.000
2024-09-05 00:00:00.000,"Total Loads",371.26,"364",2024,175,29520,122,1258,0.9030206677265501,1,2024-09-01 00:00:00.000,2024-09-06 00:00:00.000
2024-09-04 00:00:00.000,"Total Loads",345.48,"363",2024,174,29520,231,1258,0.81637519872813991,1,2024-09-01 00:00:00.000,2024-09-06 00:00:00.000
2024-09-03 00:00:00.000,"Total Loads",337.4,"362",2024,173,29520,290,1258,0.7694753577106519,1,2024-09-01 00:00:00.000,2024-09-06 00:00:00.000
2024-08-30 00:00:00.000,"Total Loads",284.61,"355",2024,172,29520,773,1258,0.38553259141494434,1,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000
2024-08-29 00:00:00.000,"Total Loads",249.58,"354",2024,171,29520,1059,1258,0.1581875993640699,1,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000
2024-08-28 00:00:00.000,"Total Loads",238.02,"353",2024,170,29520,1125,1258,0.10572337042925273,1,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000
2024-08-27 00:00:00.000,"Total Loads",300.59,"352",2024,169,29520,613,1258,0.5127186009538951,1,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000
2024-08-26 00:00:00.000,"Total Loads",260.18,"351",2024,168,29520,984,1258,0.21780604133545312,1,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000
2024-08-23 00:00:00.000,"Total Loads",278.1,"345",2024,167,29520,833,1258,0.33783783783783783,1,2024-08-18 00:00:00.000,2024-08-23 00:00:00.000
2024-08-22 00:00:00.000,"Total Loads",305.13,"344",2024,166,29520,564,1258,0.55166931637519867,1,2024-08-18 00:00:00.000,2024-08-23 00:00:00.000
2024-08-21 00:00:00.000,"Total Loads",312.93,"343",2024,165,29520,484,1258,0.61526232114467416,1,2024-08-18 00:00:00.000,2024-08-23 00:00:00.000
2024-08-20 00:00:00.000,"Total Loads",309.86,"342",2024,164,29520,517,1258,0.58903020667726547,1,2024-08-18 00:00:00.000,2024-08-23 00:00:00.000
2024-08-19 00:00:00.000,"Total Loads",320.28,"341",2024,163,29520,419,1258,0.66693163751987283,1,2024-08-18 00:00:00.000,2024-08-23 00:00:00.000
2024-08-16 00:00:00.000,"Total Loads",255.28,"335",2024,162,29520,1018,1258,0.19077901430842603,1,2024-08-11 00:00:00.000,2024-08-16 00:00:00.000
2024-08-15 00:00:00.000,"Total Loads",335.87,"334",2024,161,29520,311,1258,0.75278219395866453,1,2024-08-11 00:00:00.000,2024-08-16 00:00:00.000
2024-08-14 00:00:00.000,"Total Loads",340.49,"333",2024,160,29520,271,1258,0.78457869634340227,1,2024-08-11 00:00:00.000,2024-08-16 00:00:00.000
2024-08-13 00:00:00.000,"Total Loads",333.92,"332",2024,159,29520,330,1258,0.73767885532591415,1,2024-08-11 00:00:00.000,2024-08-16 00:00:00.000
2024-08-12 00:00:00.000,"Total Loads",311.69,"331",2024,158,29520,498,1258,0.60413354531001584,1,2024-08-11 00:00:00.000,2024-08-16 00:00:00.000
2024-08-09 00:00:00.000,"Total Loads",273.1,"325",2024,157,29520,878,1258,0.30206677265500792,1,2024-08-04 00:00:00.000,2024-08-09 00:00:00.000
2024-08-08 00:00:00.000,"Total Loads",348.84,"324",2024,156,29520,210,1258,0.83306836248012717,1,2024-08-04 00:00:00.000,2024-08-09 00:00:00.000
2024-08-07 00:00:00.000,"Total Loads",320.2,"323",2024,155,29520,420,1258,0.66613672496025433,1,2024-08-04 00:00:00.000,2024-08-09 00:00:00.000
2024-08-06 00:00:00.000,"Total Loads",385.19,"322",2024,154,29520,79,1258,0.93720190779014312,1,2024-08-04 00:00:00.000,2024-08-09 00:00:00.000
2024-08-05 00:00:00.000,"Total Loads",277.36,"321",2024,153,29520,842,1258,0.33068362480127189,1,2024-08-04 00:00:00.000,2024-08-09 00:00:00.000
2024-08-02 00:00:00.000,"Total Loads",233.57,"315",2024,152,29520,1143,1258,0.091414944356120853,1,2024-07-28 00:00:00.000,2024-08-02 00:00:00.000
2024-08-01 00:00:00.000,"Total Loads",262,"314",2024,151,29520,973,1258,0.22655007949125594,1,2024-07-28 00:00:00.000,2024-08-02 00:00:00.000
2024-07-31 00:00:00.000,"Total Loads",261.71,"313",2024,150,29520,976,1258,0.22416534181240066,1,2024-07-28 00:00:00.000,2024-08-02 00:00:00.000
2024-07-30 00:00:00.000,"Total Loads",267.45,"312",2024,149,29520,928,1258,0.26232114467408585,1,2024-07-28 00:00:00.000,2024-08-02 00:00:00.000
2024-07-29 00:00:00.000,"Total Loads",243.78,"311",2024,148,29520,1097,1258,0.12798092209856915,1,2024-07-28 00:00:00.000,2024-08-02 00:00:00.000
2024-07-26 00:00:00.000,"Total Loads",262.83,"305",2024,147,29520,961,1258,0.23608903020667726,1,2024-07-21 00:00:00.000,2024-07-26 00:00:00.000
2024-07-25 00:00:00.000,"Total Loads",304.18,"304",2024,146,29520,578,1258,0.54054054054054057,1,2024-07-21 00:00:00.000,2024-07-26 00:00:00.000
2024-07-24 00:00:00.000,"Total Loads",311.85,"303",2024,145,29520,495,1258,0.60651828298887123,1,2024-07-21 00:00:00.000,2024-07-26 00:00:00.000
2024-07-23 00:00:00.000,"Total Loads",312.9,"302",2024,144,29520,485,1258,0.61446740858505566,1,2024-07-21 00:00:00.000,2024-07-26 00:00:00.000
2024-07-22 00:00:00.000,"Total Loads",262.88,"301",2024,143,29520,960,1258,0.23688394276629565,1,2024-07-21 00:00:00.000,2024-07-26 00:00:00.000
2024-07-19 00:00:00.000,"Total Loads",292.86,"295",2024,142,29520,690,1258,0.451510333863275,1,2024-07-14 00:00:00.000,2024-07-19 00:00:00.000
2024-07-18 00:00:00.000,"Total Loads",303.21,"294",2024,141,29520,590,1258,0.53100158982511925,1,2024-07-14 00:00:00.000,2024-07-19 00:00:00.000
2024-07-17 00:00:00.000,"Total Loads",270.05,"293",2024,140,29520,901,1258,0.28378378378378377,1,2024-07-14 00:00:00.000,2024-07-19 00:00:00.000
2024-07-16 00:00:00.000,"Total Loads",284.84,"292",2024,139,29520,769,1258,0.38871224165341811,1,2024-07-14 00:00:00.000,2024-07-19 00:00:00.000
2024-07-15 00:00:00.000,"Total Loads",261.11,"291",2024,138,29520,980,1258,0.22098569157392689,1,2024-07-14 00:00:00.000,2024-07-19 00:00:00.000
2024-07-12 00:00:00.000,"Total Loads",244.26,"285",2024,137,29520,1091,1258,0.13275039745627981,1,2024-07-07 00:00:00.000,2024-07-12 00:00:00.000
2024-07-11 00:00:00.000,"Total Loads",329.06,"284",2024,136,29520,354,1258,0.7186009538950715,1,2024-07-07 00:00:00.000,2024-07-12 00:00:00.000
2024-07-10 00:00:00.000,"Total Loads",295.48,"283",2024,135,29520,668,1258,0.46899841017488075,1,2024-07-07 00:00:00.000,2024-07-12 00:00:00.000
2024-07-09 00:00:00.000,"Total Loads",311.47,"282",2024,134,29520,499,1258,0.60333863275039745,1,2024-07-07 00:00:00.000,2024-07-12 00:00:00.000
2024-07-08 00:00:00.000,"Total Loads",267.23,"281",2024,133,29520,929,1258,0.26152623211446746,1,2024-07-07 00:00:00.000,2024-07-12 00:00:00.000
2024-07-05 00:00:00.000,"Total Loads",253.18,"275",2024,132,29520,1035,1258,0.17726550079491254,1,2024-06-30 00:00:00.000,2024-07-05 00:00:00.000
2024-07-03 00:00:00.000,"Total Loads",227.59,"273",2024,131,29520,1172,1258,0.068362480127186043,1,2024-06-30 00:00:00.000,2024-07-05 00:00:00.000
2024-07-02 00:00:00.000,"Total Loads",262.83,"272",2024,130,29520,961,1258,0.23608903020667726,1,2024-06-30 00:00:00.000,2024-07-05 00:00:00.000
2024-07-01 00:00:00.000,"Total Loads",278.07,"271",2024,129,29520,835,1258,0.33624801271860094,1,2024-06-30 00:00:00.000,2024-07-05 00:00:00.000
2024-06-28 00:00:00.000,"Total Loads",230.98,"265",2024,128,29520,1156,1258,0.08108108108108103,1,2024-06-23 00:00:00.000,2024-06-28 00:00:00.000
2024-06-27 00:00:00.000,"Total Loads",239.58,"264",2024,127,29520,1117,1258,0.11208267090620028,1,2024-06-23 00:00:00.000,2024-06-28 00:00:00.000
2024-06-26 00:00:00.000,"Total Loads",207.11,"263",2024,126,29520,1230,1258,0.022257551669316422,1,2024-06-23 00:00:00.000,2024-06-28 00:00:00.000
2024-06-25 00:00:00.000,"Total Loads",288.98,"262",2024,125,29520,726,1258,0.42289348171701113,1,2024-06-23 00:00:00.000,2024-06-28 00:00:00.000
2024-06-24 00:00:00.000,"Total Loads",304.98,"261",2024,124,29520,567,1258,0.5492845786963434,1,2024-06-23 00:00:00.000,2024-06-28 00:00:00.000
2024-06-21 00:00:00.000,"Total Loads",299.87,"255",2024,123,29520,620,1258,0.507154213036566,1,2024-06-16 00:00:00.000,2024-06-21 00:00:00.000
2024-06-20 00:00:00.000,"Total Loads",220.14,"254",2024,122,29520,1198,1258,0.047694753577106508,1,2024-06-16 00:00:00.000,2024-06-21 00:00:00.000
2024-06-19 00:00:00.000,"Total Loads",290.7,"253",2024,121,29520,711,1258,0.43481717011128773,1,2024-06-16 00:00:00.000,2024-06-21 00:00:00.000
2024-06-18 00:00:00.000,"Total Loads",368.5,"252",2024,120,29520,130,1258,0.89666136724960255,1,2024-06-16 00:00:00.000,2024-06-21 00:00:00.000
2024-06-17 00:00:00.000,"Total Loads",282.46,"251",2024,119,29520,784,1258,0.37678855325914151,1,2024-06-16 00:00:00.000,2024-06-21 00:00:00.000
2024-06-14 00:00:00.000,"Total Loads",346.01,"245",2024,118,29520,229,1258,0.81796502384737679,1,2024-06-09 00:00:00.000,2024-06-14 00:00:00.000
2024-06-13 00:00:00.000,"Total Loads",271.14,"244",2024,117,29520,894,1258,0.28934817170111293,1,2024-06-09 00:00:00.000,2024-06-14 00:00:00.000
2024-06-12 00:00:00.000,"Total Loads",294,"243",2024,116,29520,680,1258,0.45945945945945943,1,2024-06-09 00:00:00.000,2024-06-14 00:00:00.000
2024-06-11 00:00:00.000,"Total Loads",328.42,"242",2024,115,29520,357,1258,0.71621621621621623,1,2024-06-09 00:00:00.000,2024-06-14 00:00:00.000
2024-06-10 00:00:00.000,"Total Loads",300.03,"241",2024,114,29520,618,1258,0.50874403815580282,1,2024-06-09 00:00:00.000,2024-06-14 00:00:00.000
2024-06-07 00:00:00.000,"Total Loads",281.6,"235",2024,113,29520,793,1258,0.36963434022257546,1,2024-06-02 00:00:00.000,2024-06-07 00:00:00.000
2024-06-06 00:00:00.000,"Total Loads",315.05,"234",2024,112,29520,469,1258,0.62718600953895076,1,2024-06-02 00:00:00.000,2024-06-07 00:00:00.000
2024-06-05 00:00:00.000,"Total Loads",273.76,"233",2024,111,29520,873,1258,0.30604133545310019,1,2024-06-02 00:00:00.000,2024-06-07 00:00:00.000
2024-06-04 00:00:00.000,"Total Loads",323.98,"232",2024,110,29520,387,1258,0.692368839427663,1,2024-06-02 00:00:00.000,2024-06-07 00:00:00.000
2024-06-03 00:00:00.000,"Total Loads",280.43,"231",2024,109,29520,803,1258,0.36168521462639114,1,2024-06-02 00:00:00.000,2024-06-07 00:00:00.000
2024-05-31 00:00:00.000,"Total Loads",304.67,"225",2024,108,29520,574,1258,0.54372019077901435,1,2024-05-26 00:00:00.000,2024-05-31 00:00:00.000
2024-05-30 00:00:00.000,"Total Loads",275.74,"224",2024,107,29520,857,1258,0.31875993640699518,1,2024-05-26 00:00:00.000,2024-05-31 00:00:00.000
2024-05-29 00:00:00.000,"Total Loads",309.4,"223",2024,106,29520,521,1258,0.58585055643879169,1,2024-05-26 00:00:00.000,2024-05-31 00:00:00.000
2024-05-28 00:00:00.000,"Total Loads",294,"222",2024,105,29520,680,1258,0.45945945945945943,1,2024-05-26 00:00:00.000,2024-05-31 00:00:00.000
2024-05-24 00:00:00.000,"Total Loads",227.53,"215",2024,104,29520,1173,1258,0.067567567567567544,1,2024-05-19 00:00:00.000,2024-05-24 00:00:00.000
2024-05-23 00:00:00.000,"Total Loads",237.35,"214",2024,103,29520,1129,1258,0.10254372019077906,1,2024-05-19 00:00:00.000,2024-05-24 00:00:00.000
2024-05-22 00:00:00.000,"Total Loads",258.1,"213",2024,102,29520,1000,1258,0.20508744038155802,1,2024-05-19 00:00:00.000,2024-05-24 00:00:00.000
2024-05-21 00:00:00.000,"Total Loads",297.71,"212",2024,101,29520,644,1258,0.4880763116057234,1,2024-05-19 00:00:00.000,2024-05-24 00:00:00.000
2024-05-20 00:00:00.000,"Total Loads",327.04,"211",2024,100,29520,367,1258,0.70826709062003179,1,2024-05-19 00:00:00.000,2024-05-24 00:00:00.000
2024-05-17 00:00:00.000,"Total Loads",305.04,"205",2024,99,29520,566,1258,0.55007949125596189,1,2024-05-12 00:00:00.000,2024-05-17 00:00:00.000
2024-05-16 00:00:00.000,"Total Loads",242.4,"204",2024,98,29520,1106,1258,0.12082670906200321,1,2024-05-12 00:00:00.000,2024-05-17 00:00:00.000
2024-05-15 00:00:00.000,"Total Loads",262.28,"203",2024,97,29520,969,1258,0.22972972972972971,1,2024-05-12 00:00:00.000,2024-05-17 00:00:00.000
2024-05-14 00:00:00.000,"Total Loads",263.76,"202",2024,96,29520,956,1258,0.24006359300476943,1,2024-05-12 00:00:00.000,2024-05-17 00:00:00.000
2024-05-13 00:00:00.000,"Total Loads",267.03,"201",2024,95,29520,932,1258,0.25914149443561207,1,2024-05-12 00:00:00.000,2024-05-17 00:00:00.000
2024-05-10 00:00:00.000,"Total Loads",288.4,"195",2024,94,29520,737,1258,0.41414944356120831,1,2024-05-05 00:00:00.000,2024-05-10 00:00:00.000
2024-05-09 00:00:00.000,"Total Loads",210.07,"194",2024,93,29520,1218,1258,0.031796502384737635,1,2024-05-05 00:00:00.000,2024-05-10 00:00:00.000
2024-05-08 00:00:00.000,"Total Loads",261.28,"193",2024,92,29520,978,1258,0.22257551669316378,1,2024-05-05 00:00:00.000,2024-05-10 00:00:00.000
2024-05-07 00:00:00.000,"Total Loads",304.86,"192",2024,91,29520,570,1258,0.54689984101748812,1,2024-05-05 00:00:00.000,2024-05-10 00:00:00.000
2024-05-06 00:00:00.000,"Total Loads",305.37,"191",2024,90,29520,563,1258,0.55246422893481717,1,2024-05-05 00:00:00.000,2024-05-10 00:00:00.000
